Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Dependents,Total_Food,Length_customer_yrs,Tot_Num_Purchases
Basic,Couple,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,SP,42,0,63,9.85,5.0
Graduation,Couple,22979.0,1,0,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,1,0,SP,52,1,93,9.86,7.0
PhD,Single,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,SA,71,1,903,9.93,23.0
Graduation,Couple,44322.0,1,0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,SA,37,1,89,8.08,6.0
Graduation,Couple,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,GER,39,1,36,8.15,5.0
Graduation,Couple,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,SP,39,1,36,8.15,5.0
Graduation,Single,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,CA,45,1,590,8.32,18.0
2n Cycle,Couple,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,1,0,SP,45,0,2074,8.35,21.0
Graduation,Single,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,GER,27,0,916,8.35,23.0
Graduation,Divorced,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,US,44,1,1211,8.42,18.0
2n Cycle,Single,42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,SA,68,1,303,8.66,12.0
Graduation,Couple,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,SP,47,1,261,8.71,11.0
Master,Couple,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,SP,47,1,152,8.74,8.0
Graduation,Single,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,SP,35,1,90,8.77,7.0
Graduation,Widow,40590.0,1,1,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,CA,53,2,221,8.79,10.0
Master,Couple,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,1,0,SP,63,1,1468,8.88,22.0
Graduation,Couple,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,SP,41,2,62,8.96,5.0
PhD,Couple,63516.0,1,1,30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,CA,49,2,295,9.03,12.0
Graduation,Divorced,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,US,48,2,397,9.13,14.0
Master,Couple,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,1,0,SP,47,1,125,9.15,7.0
Graduation,Couple,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,SP,40,0,1661,9.28,18.0
PhD,Single,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,1,0,SA,36,0,871,9.29,16.0
Graduation,Divorced,70287.0,0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,1,0,AUS,56,0,1053,9.29,20.0
Graduation,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SA,56,2,394,9.32,14.0
Graduation,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SP,56,2,394,9.32,14.0
Master,Couple,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,SA,56,2,70,9.34,7.0
Graduation,Couple,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,IND,39,1,120,9.42,7.0
Graduation,Couple,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,GER,39,1,120,9.42,7.0
Graduation,Couple,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,SA,39,1,120,9.42,7.0
Master,Single,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,SP,59,1,810,9.48,21.0
2n Cycle,Single,41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,AUS,47,2,43,9.68,4.0
Graduation,Divorced,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,CA,46,1,343,9.85,13.0
Graduation,Couple,77568.0,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,SP,43,1,2036,9.89,20.0
Graduation,Single,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,SP,37,1,351,9.92,13.0
Graduation,Couple,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,1,0,SP,36,0,2056,8.08,21.0
PhD,Couple,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SA,58,2,16,8.11,4.0
Graduation,Couple,71322.0,0,1,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,AUS,46,1,308,8.21,12.0
Graduation,Single,27938.0,1,0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,AUS,34,1,24,8.22,5.0
Graduation,Divorced,22263.0,1,1,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,0,1,SP,71,2,19,8.3,4.0
Graduation,Couple,34633.0,2,1,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,SA,66,3,14,8.48,3.0
Graduation,Couple,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,1,0,SP,41,1,118,8.65,7.0
PhD,Couple,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,SP,46,2,105,9.12,1.0
Graduation,Widow,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,SP,44,2,32,9.33,4.0
2n Cycle,Divorced,41769.0,0,1,31,302,29,131,32,0,27,6,8,1,7,8,0,0,0,0,0,0,0,IND,67,1,494,9.42,16.0
PhD,Couple,44953.0,0,0,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,0,GER,41,0,897,9.57,23.0
PhD,Couple,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,SA,44,1,20,9.64,3.0
PhD,Couple,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,SP,44,1,20,9.64,3.0
Graduation,Couple,40548.0,0,1,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,AUS,52,1,117,9.76,7.0
2n Cycle,Divorced,67893.0,0,1,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,SA,47,1,948,9.79,14.0
Graduation,Single,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,1,0,SA,69,0,1489,9.81,12.0
Basic,Divorced,9548.0,1,0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,CA,46,1,20,9.94,4.0
Graduation,Single,68281.0,0,0,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,1,0,SP,64,0,1614,9.94,24.0
2n Cycle,Couple,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,SP,62,0,1235,8.24,21.0
Graduation,Single,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,SP,43,1,126,8.56,7.0
Graduation,Single,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,1,0,SP,31,0,1880,8.59,18.0
2n Cycle,Couple,19414.0,1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,CA,41,1,25,8.75,4.0
PhD,Single,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,SA,64,1,594,8.78,18.0
PhD,Couple,53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,SP,71,0,253,8.93,11.0
2n Cycle,Couple,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,US,40,0,422,8.98,14.0
Graduation,Couple,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,SP,61,0,1998,9.04,20.0
PhD,Couple,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,CA,39,0,399,9.07,14.0
PhD,Couple,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,SP,39,0,399,9.07,14.0
Graduation,Single,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,SP,51,1,28,9.17,5.0
PhD,Couple,33454.0,1,0,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0,US,37,1,146,9.19,8.0
Graduation,Single,40887.0,1,1,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,1,0,SP,70,2,118,9.19,7.0
Graduation,Couple,55914.0,0,1,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,US,47,1,1028,9.21,25.0
Graduation,Couple,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,SP,39,1,394,9.24,14.0
Graduation,Couple,52914.0,0,1,32,254,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,0,0,CA,51,1,348,9.52,13.0
2n Cycle,Couple,24884.0,1,0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,SP,50,1,16,9.63,3.0
Graduation,Single,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,SP,52,1,1383,9.68,20.0
Graduation,Couple,51651.0,0,1,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,AUS,62,1,341,9.69,13.0
Graduation,Couple,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,SA,42,0,1716,9.71,18.0
2n Cycle,Couple,32632.0,0,0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,SP,59,0,523,9.95,16.0
Master,Couple,33562.0,1,2,33,21,12,12,0,3,3,3,2,0,4,4,0,0,0,0,0,0,0,IND,59,3,48,8.06,6.0
Graduation,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,GER,55,2,548,8.23,17.0
Graduation,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,SP,55,2,548,8.23,17.0
Master,Single,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,SP,41,1,13,8.3,3.0
Master,Couple,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SP,49,2,20,8.3,4.0
Master,Couple,41275.0,1,2,33,24,4,22,0,2,9,4,3,1,3,5,0,0,0,0,0,0,0,CA,62,3,52,8.31,7.0
2n Cycle,Couple,76800.0,0,0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0,IND,57,0,560,8.36,15.0
Graduation,Couple,75794.0,0,0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,0,SA,35,0,1634,8.56,24.0
Graduation,Couple,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,SP,71,2,22,9.0,4.0
PhD,Single,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,1,0,US,73,2,55,9.27,5.0
Graduation,Single,91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,1,0,SP,41,0,1360,9.39,25.0
Master,Single,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,CA,60,0,303,9.48,12.0
Graduation,Couple,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,0,1,SP,72,1,485,9.5,16.0
Graduation,Widow,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,SP,51,2,37,9.56,5.0
2n Cycle,Couple,57036.0,0,1,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,0,IND,47,1,1466,9.59,22.0
Graduation,Widow,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,SP,52,1,888,9.84,13.0
PhD,Divorced,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,AUS,52,1,39,8.05,5.0
Master,Divorced,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,AUS,33,0,26,8.15,6.0
Master,Divorced,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,SP,33,0,26,8.15,6.0
PhD,Divorced,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,SA,57,1,881,8.33,23.0
Graduation,Couple,36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,AUS,50,3,44,8.33,5.0
Graduation,Couple,35788.0,1,1,34,23,2,11,3,1,4,2,2,0,3,6,0,0,0,0,0,0,0,CA,51,2,40,8.48,5.0
Graduation,Couple,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,SA,63,2,50,8.59,5.0
Graduation,Divorced,46086.0,0,1,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0,SP,66,1,293,8.7,12.0
Master,Couple,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,IND,44,1,847,8.78,22.0
Master,Single,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,US,51,2,119,8.78,7.0
Master,Single,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,SP,51,2,119,8.78,7.0
Basic,Single,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,SP,35,1,44,8.81,5.0
Graduation,Single,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,GER,52,1,17,8.83,3.0
2n Cycle,Couple,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,CA,44,1,43,8.87,5.0
Graduation,Couple,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,SP,45,1,1023,8.9,25.0
Graduation,Couple,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,IND,56,1,491,8.95,16.0
Graduation,Couple,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,GER,56,1,491,8.95,16.0
Graduation,Couple,65196.0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,SP,64,2,955,8.98,24.0
Graduation,Divorced,55635.0,0,1,34,235,65,164,50,49,27,4,7,3,7,6,0,0,0,0,0,0,0,US,51,1,563,9.67,17.0
Master,Couple,42021.0,1,0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0,SP,41,1,546,9.87,17.0
Master,Couple,75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,1,0,GER,50,0,1872,9.88,18.0
Graduation,Couple,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,SP,54,3,93,9.9,6.0
PhD,Couple,53374.0,0,1,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,1,0,CA,53,1,1030,9.92,15.0
Graduation,Couple,87195.0,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,1,0,CA,63,0,1059,8.19,19.0
2n Cycle,Single,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,IND,41,2,157,8.28,8.0
Graduation,Couple,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,SP,56,0,1349,8.35,20.0
Master,Couple,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,IND,53,2,258,8.41,11.0
Graduation,Couple,94642.0,0,0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,SP,71,0,2068,8.42,21.0
Graduation,Couple,28359.0,1,0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,0,SA,39,1,14,8.72,3.0
Graduation,Single,55801.0,1,1,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,0,US,47,2,432,8.81,15.0
Graduation,Couple,92955.0,0,0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,1,0,SA,49,0,1694,8.91,22.0
Graduation,Couple,56534.0,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,1,0,SP,54,1,769,8.98,21.0
Graduation,Single,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,US,60,1,808,9.33,21.0
Master,Divorced,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,1,0,SP,52,0,1713,9.56,15.0
Graduation,Couple,44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,AUS,42,2,39,9.58,4.0
PhD,Single,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SA,48,1,32,9.76,4.0
PhD,Divorced,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,1,0,SP,58,0,877,9.84,28.0
Graduation,Couple,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,1,0,SP,35,1,125,9.85,7.0
PhD,Widow,47111.0,0,1,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0,SA,51,1,1051,9.85,15.0
PhD,Single,49667.0,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,1,0,CA,67,0,1357,9.9,20.0
Master,Couple,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,SP,75,0,666,8.24,9.0
PhD,Couple,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,SP,58,2,62,8.32,5.0
Basic,Couple,25224.0,1,0,36,4,9,12,11,2,8,2,1,1,3,3,0,0,0,0,0,0,0,CA,50,1,38,8.33,5.0
Graduation,Couple,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,SP,54,1,987,8.52,24.0
PhD,Divorced,28420.0,1,0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,SP,55,1,13,8.56,3.0
Graduation,Divorced,32952.0,1,0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,CA,45,1,54,8.62,5.0
Graduation,Couple,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,SP,47,1,335,8.63,13.0
PhD,Couple,83532.0,0,0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,SP,123,0,1629,8.8,14.0
PhD,Couple,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,SP,75,1,1024,8.87,25.0
PhD,Couple,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,SA,75,1,1024,8.87,25.0
Graduation,Couple,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,SP,63,0,41,9.33,4.0
Master,Single,89616.0,0,0,36,671,47,655,145,111,15,1,7,5,12,2,0,0,0,0,0,1,0,CA,39,0,1629,9.39,24.0
Graduation,Couple,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,1,0,SP,52,0,1517,9.48,30.0
Master,Widow,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,1,0,GER,74,0,1792,9.73,20.0
Graduation,Couple,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,1,0,SP,36,1,34,9.73,5.0
Graduation,Couple,59809.0,0,2,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,CA,46,2,828,9.74,12.0
Graduation,Single,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,1,0,SP,40,1,263,9.94,11.0
2n Cycle,Couple,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,US,72,0,911,9.96,26.0
PhD,Single,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,1,0,CA,49,2,29,8.16,4.0
PhD,Divorced,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,SP,49,2,29,8.16,4.0
PhD,Divorced,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,1,0,SA,49,2,29,8.16,4.0
PhD,Widow,76842.0,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,SP,72,0,1098,8.2,16.0
Graduation,Single,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,SA,71,0,15,8.25,4.0
PhD,Couple,67353.0,0,1,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,AUS,52,1,878,8.54,23.0
2n Cycle,Couple,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,GER,47,1,31,8.6,6.0
Master,Couple,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,SP,57,2,384,8.61,14.0
Graduation,Widow,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,SA,51,1,21,8.62,3.0
Graduation,Couple,21918.0,1,0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,CA,53,1,30,8.67,5.0
Graduation,Couple,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,CA,44,2,258,8.71,11.0
Graduation,Couple,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,SP,50,1,1040,8.98,25.0
Graduation,Couple,51373.0,0,0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,SP,31,0,276,9.07,11.0
Master,Couple,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,SP,64,1,309,9.11,12.0
Master,Couple,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,SP,51,1,51,9.12,2.0
PhD,Couple,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,SP,72,3,38,9.19,4.0
Graduation,Single,79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,1,0,CA,38,0,1707,9.24,15.0
Graduation,Divorced,51813.0,1,1,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,CA,50,2,61,9.26,5.0
Basic,Couple,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,AUS,33,1,12,9.33,3.0
PhD,Couple,40706.0,2,1,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0,SA,54,3,76,9.49,7.0
PhD,Divorced,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,SP,63,1,1282,9.54,19.0
Graduation,Couple,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,SA,64,1,950,9.91,24.0
Graduation,Widow,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,SP,53,1,182,9.94,9.0
Graduation,Couple,58116.0,0,1,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,SP,66,1,392,8.26,14.0
PhD,Widow,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,SP,53,1,595,8.32,18.0
Graduation,Single,46344.0,1,1,38,11,1,6,2,1,6,2,1,1,2,5,0,0,0,0,0,0,0,US,68,2,21,8.36,4.0
Graduation,Couple,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,SP,42,1,611,8.58,18.0
PhD,Single,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,1,0,SP,56,0,1029,8.72,15.0
Graduation,Divorced,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,SA,36,1,58,8.73,7.0
Graduation,Couple,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,SP,47,2,790,8.85,21.0
Master,Couple,70053.0,0,1,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,SP,57,1,923,9.04,23.0
2n Cycle,Single,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,SP,64,1,537,9.19,17.0
Master,Couple,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,40,1,11,9.23,3.0
Graduation,Couple,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,IND,49,2,303,9.41,12.0
Graduation,Divorced,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,SA,59,2,89,9.44,6.0
PhD,Couple,32644.0,1,0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,SP,49,1,390,9.5,14.0
PhD,Couple,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SP,53,2,16,9.52,3.0
2n Cycle,Couple,12393.0,0,0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,0,0,SA,44,0,44,9.61,5.0
PhD,Single,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,SP,38,1,304,9.63,12.0
2n Cycle,Couple,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,IND,65,0,1790,9.69,24.0
2n Cycle,Couple,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,1,0,CA,65,0,1790,9.69,24.0
PhD,Couple,22554.0,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,SP,67,2,37,9.7,6.0
